Dataset                      Metric                    metric valor    p    k
../datasets_2/kemerer.arff   Median Absolute Error    120.517          2    6
../datasets_2/kemerer.arff   RMSE                     543.231          2    6
../datasets_2/kemerer.arff   R2 Score                  -0.905442       2    6
../datasets_2/kemerer.arff   MAE                      341.065          1    7
../datasets_2/kemerer.arff   Median Absolute Error     67.7429         1    7
../datasets_2/kemerer.arff   RMSE                     521.227          1    7
../datasets_2/kemerer.arff   R2 Score                  -0.165774       1    7
../datasets_2/kemerer.arff   MAE                      136.677          2    7
../datasets_2/kemerer.arff   Median Absolute Error    115.057          2    7
../datasets_2/kemerer.arff   RMSE                     154.556          2    7
../datasets_2/kemerer.arff   R2 Score                  -5.19898        2    7
../datasets_2/kemerer.arff   MAE                       40.775          1    8
../datasets_2/kemerer.arff   Median Absolute Error     57.1625         1    8
../datasets_2/kemerer.arff   RMSE                      48.7928         1    8
../datasets_2/kemerer.arff   R2 Score                   0.544089       1    8
../datasets_2/kemerer.arff   MAE                       69.0208         2    8
../datasets_2/kemerer.arff   Median Absolute Error     74.0125         2    8
../datasets_2/kemerer.arff   RMSE                      85.922          2    8
../datasets_2/kemerer.arff   R2 Score                  -1.46743        2    8
../datasets_2/kemerer.arff   MAE                      112.311          1    9
../datasets_2/kemerer.arff   Median Absolute Error    103.278          1    9
../datasets_2/kemerer.arff   RMSE                     113.263          1    9
../datasets_2/kemerer.arff   R2 Score                 -14.2045         1    9
../datasets_2/kemerer.arff   MAE                       27.0219         2    9
../datasets_2/kemerer.arff   Median Absolute Error     24.3111         2    9
../datasets_2/kemerer.arff   RMSE                      33.7403         2    9
../datasets_2/kemerer.arff   R2 Score                   0.861879       2    9
../datasets_2/cocomo81.arff  MAE                      877.872          1    3
../datasets_2/cocomo81.arff  Median Absolute Error    232              1    3
../datasets_2/cocomo81.arff  RMSE                    1763.07           1    3
../datasets_2/cocomo81.arff  R2 Score                   0.380575       1    3
../datasets_2/cocomo81.arff  MAE                      477.451          2    3
../datasets_2/cocomo81.arff  Median Absolute Error    193.333          2    3
../datasets_2/cocomo81.arff  RMSE                     793.397          2    3
../datasets_2/cocomo81.arff  R2 Score                   0.776784       2    3
../datasets_2/cocomo81.arff  MAE                      518.962          1    4
../datasets_2/cocomo81.arff  Median Absolute Error    130.25           1    4
../datasets_2/cocomo81.arff  RMSE                    1036.02           1    4
../datasets_2/cocomo81.arff  R2 Score                   0.627581       1    4
../datasets_2/cocomo81.arff  MAE                      540.785          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    194.25           2    4
../datasets_2/cocomo81.arff  RMSE                    1019.77           2    4
../datasets_2/cocomo81.arff  R2 Score                   0.622665       2    4
../datasets_2/cocomo81.arff  MAE                      213.492          1    5
../datasets_2/cocomo81.arff  Median Absolute Error     47              1    5
../datasets_2/cocomo81.arff  RMSE                     350.758          1    5
../datasets_2/cocomo81.arff  R2 Score                   0.202604       1    5
../datasets_2/cocomo81.arff  MAE                      499.945          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    149.4            2    5
../datasets_2/cocomo81.arff  RMSE                    1087.63           2    5
../datasets_2/cocomo81.arff  R2 Score                   0.578315       2    5
../datasets_2/cocomo81.arff  MAE                      467.392          1    6
../datasets_2/cocomo81.arff  Median Absolute Error    123.333          1    6
../datasets_2/cocomo81.arff  RMSE                    1146.33           1    6
../datasets_2/cocomo81.arff  R2 Score                   0.520993       1    6
../datasets_2/cocomo81.arff  MAE                     1105.32           2    6
../datasets_2/cocomo81.arff  Median Absolute Error    211              2    6
../datasets_2/cocomo81.arff  RMSE                    2806              2    6
../datasets_2/cocomo81.arff  R2 Score                   0.13871        2    6
../datasets_2/cocomo81.arff  MAE                      301.09           1    7
../datasets_2/cocomo81.arff  Median Absolute Error    177.286          1    7
../datasets_2/cocomo81.arff  RMSE                     495.418          1    7
../datasets_2/cocomo81.arff  R2 Score                   0.465409       1    7
../datasets_2/cocomo81.arff  MAE                     1262.76           2    7
../datasets_2/cocomo81.arff  Median Absolute Error    288.286          2    7
../datasets_2/cocomo81.arff  RMSE                    2265.48           2    7
../datasets_2/cocomo81.arff  R2 Score                  -0.0149374      2    7
../datasets_2/cocomo81.arff  MAE                     1550.24           1    8
../datasets_2/cocomo81.arff  Median Absolute Error    296.25           1    8
../datasets_2/cocomo81.arff  RMSE                    3385.94           1    8
../datasets_2/cocomo81.arff  R2 Score                  -0.0856623      1    8
../datasets_2/cocomo81.arff  MAE                      330.398          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    284.812          2    8
../datasets_2/cocomo81.arff  RMSE                     483.817          2    8
../datasets_2/cocomo81.arff  R2 Score                   0.622797       2    8
../datasets_2/cocomo81.arff  MAE                      333.162          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    186.444          1    9
../datasets_2/cocomo81.arff  RMSE                     643.051          1    9
../datasets_2/cocomo81.arff  R2 Score                 -12.111          1    9
../datasets_2/cocomo81.arff  MAE                      992.532          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    149.889          2    9
../datasets_2/cocomo81.arff  RMSE                    2831              2    9
../datasets_2/cocomo81.arff  R2 Score                   0.0943554      2    9
../datasets_2/china.arff     MAE                     1648.31           1    3
../datasets_2/china.arff     Median Absolute Error    460.5            1    3
../datasets_2/china.arff     RMSE                    5182.52           1    3
../datasets_2/china.arff     R2 Score                   0.5891         1    3
../datasets_2/china.arff     MAE                     1214.92           2    3
../datasets_2/china.arff     Median Absolute Error    512.667          2    3
../datasets_2/china.arff     RMSE                    2397.45           2    3
../datasets_2/china.arff     R2 Score                   0.867765       2    3
../datasets_2/china.arff     MAE                     1334.93           1    4
../datasets_2/china.arff     Median Absolute Error    530.875          1    4
../datasets_2/china.arff     RMSE                    3190.3            1    4
../datasets_2/china.arff     R2 Score                   0.79981        1    4
../datasets_2/china.arff     MAE                     2270.54           2    4
../datasets_2/china.arff     Median Absolute Error    650.625          2    4
../datasets_2/china.arff     RMSE                    5027.24           2    4
../datasets_2/china.arff     R2 Score                   0.705456       2    4
../datasets_2/china.arff     MAE                     2082.42           1    5
../datasets_2/china.arff     Median Absolute Error    479.8            1    5
../datasets_2/china.arff     RMSE                    5362.73           1    5
../datasets_2/china.arff     R2 Score                   0.566317       1    5
../datasets_2/china.arff     MAE                     1315.03           2    5
../datasets_2/china.arff     Median Absolute Error    690.3            2    5
../datasets_2/china.arff     RMSE                    2097.24           2    5
../datasets_2/china.arff     R2 Score                   0.840084       2    5
../datasets_2/china.arff     MAE                     1653.22           1    6
../datasets_2/china.arff     Median Absolute Error    526.833          1    6
../datasets_2/china.arff     RMSE                    3356.7            1    6
../datasets_2/china.arff     R2 Score                   0.646518       1    6
